timestamp_utc,episode,term,progress,dense_progress,time,distance,fitness,reward_score,episode_reward,timesteps,experiment_kind,reward_mode,source_csv
2026-04-30T12:06:53Z,1,-1,0.0,0.3950282505580357,5.027859824534212,4.95978656362422,-1000000000.0,0.0301451251489676,0.000757,236,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:53Z,2,-1,0.0,0.3006962367466518,5.004359764916831,4.093926164816367,-1000000000.0,0.0292168340092689,-0.000171,464,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:53Z,3,-1,0.0,0.2542768205915178,5.016042901282746,3.540954559284728,-1000000000.0,0.0287452911642613,-0.000642,693,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:54Z,4,-1,0.0,0.2980150495256696,5.002526239948676,3.86155329993926,-1000000000.0,0.0291912153514875,-0.000197,926,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:55Z,5,-1,0.0,0.3119005475725446,5.024270392196943,4.111670187456184,-1000000000.0,0.0293162332295029,-7.2e-05,1149,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:56Z,6,-1,0.0,0.2735519409179687,5.010309415585722,3.904830879597285,-1000000000.0,0.0289416371522429,-0.000446,1388,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:57Z,7,-1,0.0,0.417769295828683,5.016198211864287,5.094324125340791,-1000000000.0,0.0303799229685348,0.000992,1626,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:58Z,8,-1,0.0,0.4594639369419642,5.014276170905051,5.6712198917230126,-1000000000.0,0.0307980175491384,0.00141,1861,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:06:59Z,9,-1,0.0,0.3367015293666294,5.014660070878808,4.370420629682485,-1000000000.0,0.0295703124671322,0.000183,2095,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:01Z,10,-1,0.0,0.3397750854492187,5.00886850032878,4.41854308792972,-1000000000.0,0.0296047191951278,0.000217,2330,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:02Z,11,-1,0.0,0.3521238054547991,5.007503055171888,4.503398402448511,-1000000000.0,0.0297290627284521,0.000341,2562,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:03Z,12,-1,0.0,0.3154645647321428,5.018410365427376,4.240473888901761,-1000000000.0,0.0293555779387052,-3.2e-05,2794,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:04Z,13,-1,0.0,0.2987125941685267,5.005893029583679,4.018106941715814,-1000000000.0,0.0291960335676664,-0.000192,3028,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:05Z,14,-1,0.0,0.302260262625558,5.002616712669702,4.00680984374776,-1000000000.0,0.0292335918668038,-0.000154,3261,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:06Z,15,-1,0.0,0.4014478410993304,5.002070196348256,4.944076364452485,-1000000000.0,0.0302256973869467,0.000838,3492,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:07Z,16,-1,0.0,0.3522709437779018,5.028023869060111,4.5988656963018,-1000000000.0,0.0297174930798243,0.00033,3724,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:09Z,17,-1,0.0,0.3394481113978794,5.0078216402248685,4.517629022739129,-1000000000.0,0.0296021017313013,0.000214,3955,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:10Z,18,-1,0.0,0.3194264003208705,5.0070819889921205,4.246039227000438,-1000000000.0,0.0294023882182857,1.5e-05,4178,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:11Z,19,-1,0.0,0.3312792096819196,5.003254801852646,4.36230423298548,-1000000000.0,0.0295233317263589,0.000136,4413,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:12Z,20,-1,0.0,0.2896281651088169,5.028069759169409,3.771985549814417,-1000000000.0,0.0290911396054759,-0.000297,4653,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:13Z,21,-1,0.0,0.3153065272739955,5.015132008518647,4.259293999202782,-1000000000.0,0.0293560767060365,-3.2e-05,4880,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:14Z,22,-1,0.0,0.2582822527204241,5.008586191519894,3.653296327625867,-1000000000.0,0.028790065849648,-0.000598,5108,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:15Z,23,-1,0.0,0.3452736990792411,5.006928973644417,4.431982672249433,-1000000000.0,0.0296609350955489,0.000273,5338,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
2026-04-30T12:07:17Z,24,-1,0.0,0.3704833984375,5.012340677461464,4.711257475515595,-1000000000.0,0.0299095611473316,0.000522,5563,SAC,delta_lexicographic,Experiments\runs\sac_reward_sweep_20260430_132154\delta_lexicographic\20260430_140648_tm2d_sac_AI_Training__5_delta_lexicographic_gas_brake_steer\episode_metrics.csv
